scenario,year,sector,cumulative_units,installed_capacity_gw,annual_generation_twh,avoided_fossil_twh,avoided_co2_mt,share_of_global_electricity_pct,cf_sensitivity_low_twh,cf_sensitivity_high_twh,unit_power_sensitivity_low_twh,unit_power_sensitivity_high_twh,warnings
conservative_local_adoption,2026,urban_drainage_building_water,100,0.000050,0.000063,0.000038,0.0000,0.000000,0.000053,0.000074,0.000044,0.000082,
conservative_local_adoption,2027,urban_drainage_building_water,208,0.000104,0.000131,0.000079,0.0000,0.000000,0.000109,0.000153,0.000092,0.000171,
conservative_local_adoption,2028,urban_drainage_building_water,324,0.000162,0.000205,0.000123,0.0001,0.000001,0.000171,0.000239,0.000143,0.000266,
conservative_local_adoption,2029,urban_drainage_building_water,449,0.000225,0.000284,0.000170,0.0001,0.000001,0.000236,0.000331,0.000199,0.000369,
conservative_local_adoption,2030,urban_drainage_building_water,585,0.000293,0.000370,0.000222,0.0001,0.000001,0.000308,0.000431,0.000259,0.000480,
conservative_local_adoption,2031,urban_drainage_building_water,731,0.000365,0.000462,0.000277,0.0001,0.000002,0.000385,0.000539,0.000323,0.000600,
conservative_local_adoption,2032,urban_drainage_building_water,889,0.000445,0.000562,0.000337,0.0002,0.000002,0.000468,0.000655,0.000393,0.000730,
conservative_local_adoption,2033,urban_drainage_building_water,1060,0.000530,0.000670,0.000402,0.0002,0.000002,0.000558,0.000781,0.000469,0.000870,
conservative_local_adoption,2034,urban_drainage_building_water,1245,0.000623,0.000786,0.000472,0.0002,0.000003,0.000655,0.000917,0.000550,0.001022,
conservative_local_adoption,2035,urban_drainage_building_water,1444,0.000722,0.000912,0.000547,0.0002,0.000003,0.000760,0.001064,0.000638,0.001186,
conservative_local_adoption,2036,urban_drainage_building_water,1659,0.000830,0.001048,0.000629,0.0003,0.000004,0.000873,0.001223,0.000734,0.001362,
conservative_local_adoption,2037,urban_drainage_building_water,1892,0.000946,0.001195,0.000717,0.0003,0.000004,0.000996,0.001394,0.000837,0.001554,
conservative_local_adoption,2038,urban_drainage_building_water,2143,0.001071,0.001354,0.000812,0.0004,0.000005,0.001128,0.001579,0.000948,0.001760,
conservative_local_adoption,2039,urban_drainage_building_water,2414,0.001207,0.001525,0.000915,0.0004,0.000005,0.001271,0.001779,0.001067,0.001982,
conservative_local_adoption,2040,urban_drainage_building_water,2707,0.001354,0.001710,0.001026,0.0005,0.000006,0.001425,0.001995,0.001197,0.002223,
conservative_local_adoption,2041,urban_drainage_building_water,3024,0.001512,0.001910,0.001146,0.0005,0.000007,0.001592,0.002228,0.001337,0.002483,
conservative_local_adoption,2042,urban_drainage_building_water,3366,0.001683,0.002126,0.001276,0.0006,0.000007,0.001772,0.002480,0.001488,0.002764,
conservative_local_adoption,2043,urban_drainage_building_water,3736,0.001868,0.002360,0.001416,0.0006,0.000008,0.001967,0.002753,0.001652,0.003068,
conservative_local_adoption,2044,urban_drainage_building_water,4135,0.002067,0.002612,0.001567,0.0007,0.000009,0.002177,0.003047,0.001828,0.003395,
conservative_local_adoption,2045,urban_drainage_building_water,4566,0.002283,0.002884,0.001730,0.0008,0.000010,0.002403,0.003365,0.002019,0.003749,
conservative_local_adoption,2046,urban_drainage_building_water,5032,0.002516,0.003178,0.001907,0.0009,0.000011,0.002649,0.003708,0.002225,0.004132,
conservative_local_adoption,2047,urban_drainage_building_water,5535,0.002767,0.003496,0.002098,0.0009,0.000012,0.002913,0.004079,0.002447,0.004545,
conservative_local_adoption,2048,urban_drainage_building_water,6078,0.003039,0.003839,0.002303,0.0010,0.000013,0.003199,0.004479,0.002687,0.004991,
conservative_local_adoption,2049,urban_drainage_building_water,6665,0.003332,0.004210,0.002526,0.0011,0.000015,0.003508,0.004912,0.002947,0.005473,
conservative_local_adoption,2050,urban_drainage_building_water,7299,0.003649,0.004610,0.002766,0.0012,0.000016,0.003842,0.005379,0.003227,0.005993,
conservative_local_adoption,2026,agricultural_irrigation_canals,250,0.000500,0.000736,0.000479,0.0002,0.000003,0.000631,0.000841,0.000515,0.000957,
conservative_local_adoption,2027,agricultural_irrigation_canals,517,0.001034,0.001522,0.000990,0.0004,0.000005,0.001305,0.001740,0.001066,0.001979,
conservative_local_adoption,2028,agricultural_irrigation_canals,803,0.001606,0.002365,0.001537,0.0007,0.000008,0.002027,0.002703,0.001655,0.003074,
conservative_local_adoption,2029,agricultural_irrigation_canals,1109,0.002218,0.003266,0.002123,0.0010,0.000011,0.002799,0.003732,0.002286,0.004246,
conservative_local_adoption,2030,agricultural_irrigation_canals,1436,0.002872,0.004229,0.002749,0.0012,0.000015,0.003625,0.004833,0.002960,0.005497,
conservative_local_adoption,2031,agricultural_irrigation_canals,1786,0.003572,0.005259,0.003419,0.0015,0.000018,0.004508,0.006011,0.003682,0.006837,
conservative_local_adoption,2032,agricultural_irrigation_canals,2161,0.004322,0.006364,0.004136,0.0019,0.000022,0.005455,0.007273,0.004455,0.008273,
conservative_local_adoption,2033,agricultural_irrigation_canals,2562,0.005124,0.007545,0.004904,0.0022,0.000026,0.006467,0.008622,0.005281,0.009808,
conservative_local_adoption,2034,agricultural_irrigation_canals,2991,0.005982,0.008808,0.005725,0.0026,0.000030,0.007550,0.010066,0.006166,0.011450,
conservative_local_adoption,2035,agricultural_irrigation_canals,3450,0.006900,0.010160,0.006604,0.0030,0.000035,0.008708,0.011611,0.007112,0.013208,
conservative_local_adoption,2036,agricultural_irrigation_canals,3941,0.007882,0.011606,0.007544,0.0034,0.000040,0.009948,0.013264,0.008124,0.015087,
conservative_local_adoption,2037,agricultural_irrigation_canals,4467,0.008934,0.013155,0.008550,0.0038,0.000045,0.011275,0.015034,0.009208,0.017101,
conservative_local_adoption,2038,agricultural_irrigation_canals,5030,0.010060,0.014813,0.009628,0.0043,0.000051,0.012696,0.016929,0.010369,0.019256,
conservative_local_adoption,2039,agricultural_irrigation_canals,5632,0.011264,0.016585,0.010780,0.0049,0.000057,0.014216,0.018955,0.011610,0.021561,
conservative_local_adoption,2040,agricultural_irrigation_canals,6276,0.012552,0.018482,0.012013,0.0054,0.000064,0.015842,0.021122,0.012937,0.024026,
conservative_local_adoption,2041,agricultural_irrigation_canals,6965,0.013930,0.020511,0.013332,0.0060,0.000071,0.017581,0.023441,0.014358,0.026664,
conservative_local_adoption,2042,agricultural_irrigation_canals,7703,0.015406,0.022684,0.014745,0.0066,0.000078,0.019443,0.025925,0.015879,0.029489,
conservative_local_adoption,2043,agricultural_irrigation_canals,8492,0.016984,0.025008,0.016255,0.0073,0.000086,0.021435,0.028580,0.017505,0.032510,
conservative_local_adoption,2044,agricultural_irrigation_canals,9336,0.018672,0.027493,0.017870,0.0080,0.000095,0.023565,0.031421,0.019245,0.035741,
conservative_local_adoption,2045,agricultural_irrigation_canals,10240,0.020480,0.030155,0.019601,0.0088,0.000104,0.025847,0.034463,0.021109,0.039202,
conservative_local_adoption,2046,agricultural_irrigation_canals,11207,0.022414,0.033003,0.021452,0.0097,0.000114,0.028288,0.037717,0.023102,0.042904,
conservative_local_adoption,2047,agricultural_irrigation_canals,12242,0.024484,0.036051,0.023433,0.0105,0.000124,0.030901,0.041201,0.025235,0.046866,
conservative_local_adoption,2048,agricultural_irrigation_canals,13349,0.026698,0.039311,0.025552,0.0115,0.000136,0.033695,0.044926,0.027517,0.051104,
conservative_local_adoption,2049,agricultural_irrigation_canals,14534,0.029068,0.042800,0.027820,0.0125,0.000148,0.036686,0.048914,0.029960,0.055640,
conservative_local_adoption,2050,agricultural_irrigation_canals,15802,0.031604,0.046534,0.030247,0.0136,0.000160,0.039886,0.053182,0.032574,0.060494,
conservative_local_adoption,2026,small_river_micro_hydro,50,0.000500,0.000986,0.000690,0.0003,0.000003,0.000869,0.001104,0.000690,0.001282,
conservative_local_adoption,2027,small_river_micro_hydro,103,0.001030,0.002032,0.001422,0.0006,0.000007,0.001790,0.002274,0.001422,0.002641,
conservative_local_adoption,2028,small_river_micro_hydro,159,0.001590,0.003137,0.002196,0.0010,0.000011,0.002763,0.003510,0.002196,0.004078,
conservative_local_adoption,2029,small_river_micro_hydro,218,0.002180,0.004300,0.003010,0.0014,0.000015,0.003789,0.004812,0.003010,0.005591,
conservative_local_adoption,2030,small_river_micro_hydro,281,0.002810,0.005543,0.003880,0.0017,0.000019,0.004883,0.006203,0.003880,0.007206,
conservative_local_adoption,2031,small_river_micro_hydro,347,0.003470,0.006845,0.004792,0.0022,0.000024,0.006030,0.007660,0.004792,0.008899,
conservative_local_adoption,2032,small_river_micro_hydro,417,0.004170,0.008226,0.005758,0.0026,0.000028,0.007247,0.009205,0.005758,0.010694,
conservative_local_adoption,2033,small_river_micro_hydro,492,0.004920,0.009706,0.006794,0.0031,0.000033,0.008550,0.010861,0.006794,0.012617,
conservative_local_adoption,2034,small_river_micro_hydro,571,0.005710,0.011264,0.007885,0.0035,0.000039,0.009923,0.012605,0.007885,0.014643,
conservative_local_adoption,2035,small_river_micro_hydro,655,0.006550,0.012921,0.009045,0.0041,0.000045,0.011383,0.014459,0.009045,0.016798,
conservative_local_adoption,2036,small_river_micro_hydro,744,0.007440,0.014677,0.010274,0.0046,0.000051,0.012930,0.016424,0.010274,0.019080,
conservative_local_adoption,2037,small_river_micro_hydro,838,0.008380,0.016531,0.011572,0.0052,0.000057,0.014563,0.018499,0.011572,0.021491,
conservative_local_adoption,2038,small_river_micro_hydro,938,0.009380,0.018504,0.012953,0.0058,0.000064,0.016301,0.020707,0.012953,0.024055,
conservative_local_adoption,2039,small_river_micro_hydro,1044,0.010440,0.020595,0.014416,0.0065,0.000071,0.018143,0.023047,0.014416,0.026773,
conservative_local_adoption,2040,small_river_micro_hydro,1157,0.011570,0.022824,0.015977,0.0072,0.000079,0.020107,0.025541,0.015977,0.029671,
conservative_local_adoption,2041,small_river_micro_hydro,1276,0.012760,0.025172,0.017620,0.0079,0.000087,0.022175,0.028168,0.017620,0.032723,
conservative_local_adoption,2042,small_river_micro_hydro,1403,0.014030,0.027677,0.019374,0.0087,0.000095,0.024382,0.030972,0.019374,0.035980,
conservative_local_adoption,2043,small_river_micro_hydro,1537,0.015370,0.030320,0.021224,0.0096,0.000105,0.026711,0.033930,0.021224,0.039416,
conservative_local_adoption,2044,small_river_micro_hydro,1679,0.016790,0.033122,0.023185,0.0104,0.000114,0.029179,0.037065,0.023185,0.043058,
conservative_local_adoption,2045,small_river_micro_hydro,1830,0.018300,0.036100,0.025270,0.0114,0.000124,0.031803,0.040398,0.025270,0.046931,
conservative_local_adoption,2046,small_river_micro_hydro,1990,0.019900,0.039257,0.027480,0.0124,0.000135,0.034583,0.043930,0.027480,0.051034,
conservative_local_adoption,2047,small_river_micro_hydro,2159,0.021590,0.042591,0.029813,0.0134,0.000147,0.037520,0.047661,0.029813,0.055368,
conservative_local_adoption,2048,small_river_micro_hydro,2339,0.023390,0.046141,0.032299,0.0145,0.000159,0.040648,0.051634,0.032299,0.059984,
conservative_local_adoption,2049,small_river_micro_hydro,2529,0.025290,0.049890,0.034923,0.0157,0.000172,0.043950,0.055829,0.034923,0.064856,
conservative_local_adoption,2050,small_river_micro_hydro,2731,0.027310,0.053874,0.037712,0.0170,0.000186,0.047461,0.060288,0.037712,0.070037,
conservative_local_adoption,2026,distributed_vertical_axis_wind,150,0.000750,0.000756,0.000491,0.0002,0.000003,0.000605,0.000907,0.000529,0.000983,
conservative_local_adoption,2027,distributed_vertical_axis_wind,315,0.001575,0.001588,0.001032,0.0005,0.000005,0.001270,0.001905,0.001112,0.002064,
conservative_local_adoption,2028,distributed_vertical_axis_wind,496,0.002480,0.002500,0.001625,0.0007,0.000009,0.002000,0.003000,0.001750,0.003250,
conservative_local_adoption,2029,distributed_vertical_axis_wind,695,0.003475,0.003503,0.002277,0.0010,0.000012,0.002803,0.004204,0.002452,0.004554,
conservative_local_adoption,2030,distributed_vertical_axis_wind,914,0.004570,0.004607,0.002995,0.0013,0.000016,0.003686,0.005529,0.003225,0.005990,
conservative_local_adoption,2031,distributed_vertical_axis_wind,1155,0.005775,0.005822,0.003784,0.0017,0.000020,0.004658,0.006987,0.004076,0.007569,
conservative_local_adoption,2032,distributed_vertical_axis_wind,1420,0.007100,0.007158,0.004653,0.0021,0.000025,0.005726,0.008590,0.005011,0.009305,
conservative_local_adoption,2033,distributed_vertical_axis_wind,1712,0.008560,0.008630,0.005609,0.0025,0.000030,0.006904,0.010356,0.006041,0.011219,
conservative_local_adoption,2034,distributed_vertical_axis_wind,2033,0.010165,0.010248,0.006661,0.0030,0.000035,0.008198,0.012298,0.007174,0.013322,
conservative_local_adoption,2035,distributed_vertical_axis_wind,2386,0.011930,0.012027,0.007818,0.0035,0.000041,0.009622,0.014433,0.008419,0.015636,
conservative_local_adoption,2036,distributed_vertical_axis_wind,2775,0.013875,0.013988,0.009092,0.0041,0.000048,0.011191,0.016786,0.009792,0.018185,
conservative_local_adoption,2037,distributed_vertical_axis_wind,3202,0.016010,0.016141,0.010491,0.0047,0.000056,0.012913,0.019369,0.011299,0.020983,
conservative_local_adoption,2038,distributed_vertical_axis_wind,3672,0.018360,0.018510,0.012031,0.0054,0.000064,0.014808,0.022212,0.012957,0.024063,
conservative_local_adoption,2039,distributed_vertical_axis_wind,4189,0.020945,0.021116,0.013725,0.0062,0.000073,0.016893,0.025339,0.014781,0.027451,
conservative_local_adoption,2040,distributed_vertical_axis_wind,4758,0.023790,0.023984,0.015590,0.0070,0.000083,0.019187,0.028781,0.016789,0.031180,
conservative_local_adoption,2041,distributed_vertical_axis_wind,5384,0.026920,0.027140,0.017641,0.0079,0.000094,0.021712,0.032568,0.018998,0.035282,
conservative_local_adoption,2042,distributed_vertical_axis_wind,6073,0.030365,0.030613,0.019898,0.0090,0.000106,0.024490,0.036736,0.021429,0.039797,
conservative_local_adoption,2043,distributed_vertical_axis_wind,6831,0.034155,0.034434,0.022382,0.0101,0.000119,0.027547,0.041321,0.024104,0.044764,
conservative_local_adoption,2044,distributed_vertical_axis_wind,7664,0.038320,0.038633,0.025111,0.0113,0.000133,0.030906,0.046360,0.027043,0.050223,
conservative_local_adoption,2045,distributed_vertical_axis_wind,8581,0.042905,0.043255,0.028116,0.0127,0.000149,0.034604,0.051906,0.030279,0.056232,
conservative_local_adoption,2046,distributed_vertical_axis_wind,9590,0.047950,0.048342,0.031422,0.0141,0.000167,0.038673,0.058010,0.033839,0.062844,
conservative_local_adoption,2047,distributed_vertical_axis_wind,10700,0.053500,0.053937,0.035059,0.0158,0.000186,0.043150,0.064724,0.037756,0.070118,
conservative_local_adoption,2048,distributed_vertical_axis_wind,11921,0.059605,0.060092,0.039060,0.0176,0.000207,0.048073,0.072110,0.042064,0.078119,
conservative_local_adoption,2049,distributed_vertical_axis_wind,13264,0.066320,0.066862,0.043460,0.0196,0.000231,0.053489,0.080234,0.046803,0.086920,
conservative_local_adoption,2050,distributed_vertical_axis_wind,14741,0.073705,0.074307,0.048299,0.0217,0.000256,0.059446,0.089168,0.052015,0.096599,
conservative_local_adoption,2026,coastal_tidal_wave_assisted,25,0.000500,0.000808,0.000566,0.0003,0.000003,0.000702,0.000915,0.000566,0.001051,
conservative_local_adoption,2027,coastal_tidal_wave_assisted,52,0.001040,0.001682,0.001177,0.0005,0.000006,0.001460,0.001903,0.001177,0.002186,
conservative_local_adoption,2028,coastal_tidal_wave_assisted,81,0.001620,0.002620,0.001834,0.0008,0.000009,0.002275,0.002964,0.001834,0.003405,
conservative_local_adoption,2029,coastal_tidal_wave_assisted,113,0.002260,0.003654,0.002558,0.0012,0.000013,0.003174,0.004135,0.002558,0.004751,
conservative_local_adoption,2030,coastal_tidal_wave_assisted,148,0.002960,0.004786,0.003350,0.0015,0.000017,0.004157,0.005416,0.003350,0.006222,
conservative_local_adoption,2031,coastal_tidal_wave_assisted,186,0.003720,0.006015,0.004211,0.0019,0.000021,0.005224,0.006807,0.004211,0.007820,
conservative_local_adoption,2032,coastal_tidal_wave_assisted,227,0.004540,0.007341,0.005139,0.0023,0.000025,0.006375,0.008307,0.005139,0.009544,
conservative_local_adoption,2033,coastal_tidal_wave_assisted,272,0.005440,0.008796,0.006158,0.0028,0.000030,0.007639,0.009954,0.006158,0.011435,
conservative_local_adoption,2034,coastal_tidal_wave_assisted,321,0.006420,0.010381,0.007267,0.0033,0.000036,0.009015,0.011747,0.007267,0.013495,
conservative_local_adoption,2035,coastal_tidal_wave_assisted,375,0.007500,0.012127,0.008489,0.0038,0.000042,0.010532,0.013723,0.008489,0.015766,
conservative_local_adoption,2036,coastal_tidal_wave_assisted,434,0.008680,0.014036,0.009825,0.0044,0.000048,0.012189,0.015882,0.009825,0.018246,
conservative_local_adoption,2037,coastal_tidal_wave_assisted,498,0.009960,0.016105,0.011274,0.0051,0.000056,0.013986,0.018224,0.011274,0.020937,
conservative_local_adoption,2038,coastal_tidal_wave_assisted,568,0.011360,0.018369,0.012858,0.0058,0.000063,0.015952,0.020786,0.012858,0.023880,
conservative_local_adoption,2039,coastal_tidal_wave_assisted,644,0.012880,0.020827,0.014579,0.0066,0.000072,0.018087,0.023567,0.014579,0.027075,
conservative_local_adoption,2040,coastal_tidal_wave_assisted,727,0.014540,0.023511,0.016458,0.0074,0.000081,0.020418,0.026605,0.016458,0.030564,
conservative_local_adoption,2041,coastal_tidal_wave_assisted,818,0.016360,0.026454,0.018518,0.0083,0.000091,0.022973,0.029935,0.018518,0.034390,
conservative_local_adoption,2042,coastal_tidal_wave_assisted,917,0.018340,0.029656,0.020759,0.0093,0.000102,0.025754,0.033558,0.020759,0.038552,
conservative_local_adoption,2043,coastal_tidal_wave_assisted,1025,0.020500,0.033148,0.023204,0.0104,0.000114,0.028787,0.037510,0.023204,0.043093,
conservative_local_adoption,2044,coastal_tidal_wave_assisted,1142,0.022840,0.036932,0.025853,0.0116,0.000127,0.032073,0.041792,0.025853,0.048012,
conservative_local_adoption,2045,coastal_tidal_wave_assisted,1270,0.025400,0.041072,0.028750,0.0129,0.000142,0.035668,0.046476,0.028750,0.053393,
conservative_local_adoption,2046,coastal_tidal_wave_assisted,1410,0.028200,0.045599,0.031920,0.0144,0.000157,0.039599,0.051599,0.031920,0.059279,
conservative_local_adoption,2047,coastal_tidal_wave_assisted,1562,0.031240,0.050515,0.035361,0.0159,0.000174,0.043868,0.057162,0.035361,0.065670,
conservative_local_adoption,2048,coastal_tidal_wave_assisted,1728,0.034560,0.055883,0.039118,0.0176,0.000193,0.048530,0.063237,0.039118,0.072648,
conservative_local_adoption,2049,coastal_tidal_wave_assisted,1909,0.038180,0.061737,0.043216,0.0194,0.000213,0.053614,0.069860,0.043216,0.080258,
conservative_local_adoption,2050,coastal_tidal_wave_assisted,2106,0.042120,0.068108,0.047676,0.0215,0.000235,0.059146,0.077070,0.047676,0.088540,
moderate_distributed_adoption,2026,urban_drainage_building_water,400,0.000200,0.000253,0.000152,0.0001,0.000001,0.000211,0.000295,0.000177,0.000328,
moderate_distributed_adoption,2027,urban_drainage_building_water,832,0.000416,0.000526,0.000315,0.0001,0.000002,0.000438,0.000613,0.000368,0.000683,
moderate_distributed_adoption,2028,urban_drainage_building_water,1298,0.000649,0.000820,0.000492,0.0002,0.000003,0.000683,0.000957,0.000574,0.001066,
moderate_distributed_adoption,2029,urban_drainage_building_water,1801,0.000901,0.001138,0.000683,0.0003,0.000004,0.000948,0.001327,0.000796,0.001479,
moderate_distributed_adoption,2030,urban_drainage_building_water,2345,0.001172,0.001481,0.000889,0.0004,0.000005,0.001234,0.001728,0.001037,0.001926,
moderate_distributed_adoption,2031,urban_drainage_building_water,2932,0.001466,0.001852,0.001111,0.0005,0.000006,0.001543,0.002161,0.001296,0.002408,
moderate_distributed_adoption,2032,urban_drainage_building_water,3566,0.001783,0.002252,0.001351,0.0006,0.000008,0.001877,0.002628,0.001577,0.002928,
moderate_distributed_adoption,2033,urban_drainage_building_water,4251,0.002125,0.002685,0.001611,0.0007,0.000009,0.002238,0.003133,0.001880,0.003491,
moderate_distributed_adoption,2034,urban_drainage_building_water,4991,0.002495,0.003153,0.001892,0.0009,0.000011,0.002627,0.003678,0.002207,0.004098,
moderate_distributed_adoption,2035,urban_drainage_building_water,5790,0.002895,0.003657,0.002194,0.0010,0.000013,0.003048,0.004267,0.002560,0.004754,
moderate_distributed_adoption,2036,urban_drainage_building_water,6653,0.003327,0.004202,0.002521,0.0011,0.000014,0.003502,0.004903,0.002942,0.005463,
moderate_distributed_adoption,2037,urban_drainage_building_water,7585,0.003792,0.004791,0.002875,0.0013,0.000017,0.003992,0.005589,0.003354,0.006228,
moderate_distributed_adoption,2038,urban_drainage_building_water,8592,0.004296,0.005427,0.003256,0.0015,0.000019,0.004523,0.006332,0.003799,0.007055,
moderate_distributed_adoption,2039,urban_drainage_building_water,9679,0.004840,0.006114,0.003668,0.0017,0.000021,0.005095,0.007133,0.004280,0.007948,
moderate_distributed_adoption,2040,urban_drainage_building_water,10853,0.005426,0.006855,0.004113,0.0019,0.000024,0.005713,0.007998,0.004799,0.008912,
moderate_distributed_adoption,2041,urban_drainage_building_water,12121,0.006060,0.007656,0.004594,0.0021,0.000026,0.006380,0.008932,0.005359,0.009953,
moderate_distributed_adoption,2042,urban_drainage_building_water,13491,0.006745,0.008521,0.005113,0.0023,0.000029,0.007101,0.009942,0.005965,0.011078,
moderate_distributed_adoption,2043,urban_drainage_building_water,14971,0.007485,0.009456,0.005674,0.0026,0.000033,0.007880,0.011032,0.006619,0.012293,
moderate_distributed_adoption,2044,urban_drainage_building_water,16569,0.008285,0.010466,0.006279,0.0028,0.000036,0.008721,0.012210,0.007326,0.013605,
moderate_distributed_adoption,2045,urban_drainage_building_water,18295,0.009147,0.011556,0.006934,0.0031,0.000040,0.009630,0.013482,0.008089,0.015023,
moderate_distributed_adoption,2046,urban_drainage_building_water,20159,0.010079,0.012733,0.007640,0.0034,0.000044,0.010611,0.014855,0.008913,0.016553,
moderate_distributed_adoption,2047,urban_drainage_building_water,22172,0.011086,0.014005,0.008403,0.0038,0.000048,0.011671,0.016339,0.009803,0.018206,
moderate_distributed_adoption,2048,urban_drainage_building_water,24346,0.012173,0.015378,0.009227,0.0042,0.000053,0.012815,0.017941,0.010765,0.019991,
moderate_distributed_adoption,2049,urban_drainage_building_water,26694,0.013347,0.016861,0.010117,0.0046,0.000058,0.014051,0.019671,0.011803,0.021919,
moderate_distributed_adoption,2050,urban_drainage_building_water,29230,0.014615,0.018463,0.011078,0.0050,0.000064,0.015386,0.021540,0.012924,0.024002,
moderate_distributed_adoption,2026,agricultural_irrigation_canals,1000,0.002000,0.002945,0.001914,0.0009,0.000010,0.002524,0.003366,0.002061,0.003828,
moderate_distributed_adoption,2027,agricultural_irrigation_canals,2070,0.004140,0.006096,0.003962,0.0018,0.000021,0.005225,0.006967,0.004267,0.007925,
moderate_distributed_adoption,2028,agricultural_irrigation_canals,3214,0.006428,0.009465,0.006152,0.0028,0.000033,0.008113,0.010817,0.006625,0.012304,
moderate_distributed_adoption,2029,agricultural_irrigation_canals,4439,0.008878,0.013072,0.008497,0.0038,0.000045,0.011205,0.014940,0.009150,0.016994,
moderate_distributed_adoption,2030,agricultural_irrigation_canals,5749,0.011498,0.016930,0.011004,0.0050,0.000058,0.014511,0.019348,0.011851,0.022009,
moderate_distributed_adoption,2031,agricultural_irrigation_canals,7151,0.014302,0.021058,0.013688,0.0062,0.000073,0.018050,0.024067,0.014741,0.027376,
moderate_distributed_adoption,2032,agricultural_irrigation_canals,8651,0.017302,0.025476,0.016559,0.0075,0.000088,0.021836,0.029115,0.017833,0.033118,
moderate_distributed_adoption,2033,agricultural_irrigation_canals,10256,0.020512,0.030202,0.019631,0.0088,0.000104,0.025888,0.034517,0.021142,0.039263,
moderate_distributed_adoption,2034,agricultural_irrigation_canals,11974,0.023948,0.035261,0.022920,0.0103,0.000122,0.030224,0.040299,0.024683,0.045840,
moderate_distributed_adoption,2035,agricultural_irrigation_canals,13812,0.027624,0.040674,0.026438,0.0119,0.000140,0.034863,0.046485,0.028472,0.052876,
moderate_distributed_adoption,2036,agricultural_irrigation_canals,15779,0.031558,0.046466,0.030203,0.0136,0.000160,0.039828,0.053105,0.032527,0.060406,
moderate_distributed_adoption,2037,agricultural_irrigation_canals,17883,0.035766,0.052662,0.034231,0.0154,0.000182,0.045139,0.060186,0.036864,0.068461,
moderate_distributed_adoption,2038,agricultural_irrigation_canals,20135,0.040270,0.059294,0.038541,0.0173,0.000204,0.050824,0.067765,0.041506,0.077082,
moderate_distributed_adoption,2039,agricultural_irrigation_canals,22544,0.045088,0.066388,0.043152,0.0194,0.000229,0.056904,0.075872,0.046472,0.086305,
moderate_distributed_adoption,2040,agricultural_irrigation_canals,25122,0.050244,0.073980,0.048087,0.0216,0.000255,0.063411,0.084549,0.051786,0.096174,
moderate_distributed_adoption,2041,agricultural_irrigation_canals,27881,0.055762,0.082105,0.053368,0.0240,0.000283,0.070376,0.093834,0.057473,0.106736,
moderate_distributed_adoption,2042,agricultural_irrigation_canals,30833,0.061666,0.090798,0.059019,0.0266,0.000313,0.077827,0.103769,0.063559,0.118037,
moderate_distributed_adoption,2043,agricultural_irrigation_canals,33991,0.067982,0.100098,0.065064,0.0293,0.000345,0.085798,0.114397,0.070068,0.130127,
moderate_distributed_adoption,2044,agricultural_irrigation_canals,37370,0.074740,0.110048,0.071531,0.0322,0.000379,0.094327,0.125770,0.077034,0.143063,
moderate_distributed_adoption,2045,agricultural_irrigation_canals,40986,0.081972,0.120697,0.078453,0.0353,0.000416,0.103454,0.137939,0.084488,0.156906,
moderate_distributed_adoption,2046,agricultural_irrigation_canals,44855,0.089710,0.132090,0.085859,0.0386,0.000455,0.113220,0.150960,0.092463,0.171718,
moderate_distributed_adoption,2047,agricultural_irrigation_canals,48995,0.097990,0.144282,0.093783,0.0422,0.000498,0.123670,0.164894,0.100997,0.187567,
moderate_distributed_adoption,2048,agricultural_irrigation_canals,53425,0.106850,0.157328,0.102263,0.0460,0.000543,0.134852,0.179803,0.110129,0.204526,
moderate_distributed_adoption,2049,agricultural_irrigation_canals,58165,0.116330,0.171286,0.111336,0.0501,0.000591,0.146817,0.195756,0.119900,0.222672,
moderate_distributed_adoption,2050,agricultural_irrigation_canals,63237,0.126474,0.186222,0.121045,0.0545,0.000642,0.159619,0.212826,0.130356,0.242089,
moderate_distributed_adoption,2026,small_river_micro_hydro,200,0.002000,0.003945,0.002762,0.0012,0.000014,0.003476,0.004415,0.002762,0.005129,
moderate_distributed_adoption,2027,small_river_micro_hydro,412,0.004120,0.008128,0.005689,0.0026,0.000028,0.007160,0.009095,0.005689,0.010566,
moderate_distributed_adoption,2028,small_river_micro_hydro,636,0.006360,0.012546,0.008782,0.0040,0.000043,0.011053,0.014040,0.008782,0.016310,
moderate_distributed_adoption,2029,small_river_micro_hydro,874,0.008740,0.017241,0.012069,0.0054,0.000059,0.015189,0.019294,0.012069,0.022414,
moderate_distributed_adoption,2030,small_river_micro_hydro,1126,0.011260,0.022213,0.015549,0.0070,0.000077,0.019568,0.024857,0.015549,0.028876,
moderate_distributed_adoption,2031,small_river_micro_hydro,1393,0.013930,0.027480,0.019236,0.0087,0.000095,0.024208,0.030751,0.019236,0.035724,
moderate_distributed_adoption,2032,small_river_micro_hydro,1676,0.016760,0.033062,0.023144,0.0104,0.000114,0.029126,0.036998,0.023144,0.042981,
moderate_distributed_adoption,2033,small_river_micro_hydro,1976,0.019760,0.038981,0.027286,0.0123,0.000134,0.034340,0.043621,0.027286,0.050675,
moderate_distributed_adoption,2034,small_river_micro_hydro,2294,0.022940,0.045254,0.031678,0.0143,0.000156,0.039866,0.050641,0.031678,0.058830,
moderate_distributed_adoption,2035,small_river_micro_hydro,2631,0.026310,0.051902,0.036331,0.0163,0.000179,0.045723,0.058080,0.036331,0.067472,
